,beverage,yob,direct_correlation,indirect_correlation,same_correlation
0,water,1920,-0.10871868215178228,0.09505909574034377,False
1,water,1921,-0.2565565080500599,0.06126327561812831,False
2,water,1922,-0.1579942649099753,0.07320841299783094,False
3,water,1923,-0.10908411577943354,0.07113986739265077,False
4,water,1924,-0.1273186535274581,0.05842804722862135,False
5,water,1925,-0.1049770380612097,0.04443527160793151,False
6,water,1926,-0.14857920098040467,0.03531745498148218,False
7,water,1927,0.06615426349091766,0.049242325595852815,True
8,water,1928,0.1548173999392664,0.05490841759427679,True
9,water,1929,-0.09260714813105156,0.07562452815952382,False
10,water,1930,-0.08974179947683647,0.05412517445510424,False
11,water,1931,-0.22422264578324416,0.01908436412529828,False
12,water,1932,-0.032582179045898024,0.061344835513329365,False
13,water,1933,-0.25075902764992125,0.07008051341236178,False
14,water,1934,-0.07129946242474303,0.03779467400659399,False
15,water,1935,-0.11350568106092596,0.0232173856431404,False
16,water,1936,-0.20416221809056784,0.026103802902519558,False
17,water,1937,-0.2708598025847685,0.031624985052024275,False
18,water,1938,-0.21871417899519469,0.03820526045707864,False
19,water,1939,-0.25555710768945433,0.009222552834061393,False
20,water,1940,-0.13147750948688208,0.03625099873710612,False
21,water,1941,-0.1555840863203443,0.028035601850913663,False
22,water,1942,-0.1462379655557147,0.010604737781896951,False
23,water,1943,-0.16901436717189788,-0.014819069383579159,True
24,water,1944,-0.2729891192438752,-0.037618350646371805,True
25,water,1945,-0.3796373658261765,-0.031753680638579834,True
26,water,1946,-0.28472510961434666,-0.03364777543429345,True
27,water,1947,-0.16533059370611652,0.00623167119249274,False
28,water,1948,0.07465988684233205,0.07195891745789193,True
29,water,1949,-0.1759650579051099,-0.016576072142889687,True
30,water,1950,-0.17768262771977206,-0.012026817380870905,True
31,water,1951,-0.21689643198324607,-0.05361327759419332,True
32,water,1952,-0.00733530519352817,-0.005405996519418678,True
33,water,1953,-0.033185901211991116,-0.020682310408715533,True
34,water,1954,-0.03159994286834749,-0.0439939113267763,True
35,water,1955,-0.09314437209333838,-0.040637569645508936,True
36,water,1956,0.1131566765634995,-0.001926166291795512,False
37,water,1957,-0.056740315374576376,-0.041635838559565666,True
38,water,1958,0.026720279734563108,-0.04490576269956185,False
39,water,1959,0.12831169194544834,-0.02923678402473498,False
