,country,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,heterosexual,-0.03717567132971334,-0.03190592070836488,True
1,Nigeria,straight,-0.01851250941551715,-0.06579496344865485,True
2,Nigeria,homosexual,-0.4633926206360182,-0.006995133990150402,True
3,Nigeria,gay,-0.3289770155044681,-0.005207444368932871,True
4,Nigeria,lesbian,0.11772654429686888,-0.1476368064607856,False
5,Nigeria,bisexual,-0.014913261740487047,-0.08366258516467111,True
6,Nigeria,bi,0.4985245985735134,-0.023300860328570476,False
7,Ethiopia,heterosexual,-0.7556227194889432,-0.039353249056814095,True
8,Ethiopia,straight,-0.5729341232711184,-0.07088463946733327,True
9,Ethiopia,homosexual,-0.8101848297878129,-0.032458551801404965,True
10,Ethiopia,gay,-0.9861661996689928,-0.08119870699812813,True
11,Ethiopia,lesbian,-0.4765213446142846,-0.03505062925638118,True
12,Ethiopia,bisexual,-0.4790097012537129,-0.07003516931330336,True
13,Ethiopia,bi,0.4499381633818598,-0.031184100447479775,False
14,Egypt,heterosexual,-0.5265796633678108,-0.010728722720721827,True
15,Egypt,straight,-0.4044552517821712,-0.09791724164629573,True
16,Egypt,homosexual,-0.12952492506953964,0.014723344541440588,False
17,Egypt,gay,-0.5793427435629841,-0.07970609290043752,True
18,Egypt,lesbian,-0.2281516705832536,0.05286705377382773,False
19,Egypt,bisexual,0.006570767380066457,-0.013720309958377091,False
20,Egypt,bi,-0.07390002158125257,-0.10442835575474732,True
21,Congo,heterosexual,-0.7205694260747328,-0.004436916431290018,True
22,Congo,straight,-0.5316118371962082,-0.09245239081890083,True
23,Congo,homosexual,-0.4606127092132774,0.009515498516893593,False
24,Congo,gay,-0.6735851732547146,-0.02958322547023962,True
25,Congo,lesbian,-0.09210911748565724,-0.08175600372631275,True
26,Congo,bisexual,-0.3773698163899235,-0.05380302671576878,True
27,Congo,bi,0.17821425239836136,0.012001584650378738,True
28,Tanzania,heterosexual,-0.35392381555965713,0.02987549291412005,False
29,Tanzania,straight,-0.30055985725188,-0.025238960716547937,True
30,Tanzania,homosexual,-0.7686855132647604,0.023268505067458586,False
31,Tanzania,gay,-0.7469723655680172,0.03341835446950785,False
32,Tanzania,lesbian,-0.3079284924463295,-0.039079860838715286,True
33,Tanzania,bisexual,-0.2481135343197376,-0.010093680050854164,True
34,Tanzania,bi,0.6043252722417003,0.0622095708091779,True
35,South Africa,heterosexual,0.09973250586521132,-0.05574992381141455,False
36,South Africa,straight,-0.01982792940343193,-0.03594162988860486,True
37,South Africa,homosexual,-0.2977329961261926,-0.07975247201441965,True
38,South Africa,gay,-0.07434797278291151,-0.06522877533222575,True
39,South Africa,lesbian,0.2246124673710432,-0.11083358014192522,False
40,South Africa,bisexual,0.27653249507373623,-0.10796768097600508,False
41,South Africa,bi,0.514468792596368,0.018626815545081825,True
42,Kenya,heterosexual,-0.2421543709787624,0.021370402895504438,False
43,Kenya,straight,-0.11482776091205113,0.04084473606556312,False
44,Kenya,homosexual,-0.6496625618626111,0.0276652269065946,False
45,Kenya,gay,-0.524149481474785,0.058404900273269715,False
46,Kenya,lesbian,-0.1771131326072898,-0.03699585494268251,True
47,Kenya,bisexual,-0.15890817072222102,-0.01358576615194807,True
48,Kenya,bi,0.5265785111951434,0.04544571315300913,True
49,Uganda,heterosexual,-0.43237748425203226,-0.00833907014995345,True
50,Uganda,straight,-0.31683669745697235,-0.0062092661563418645,True
51,Uganda,homosexual,-0.5076659307837853,-0.009647856024586059,True
52,Uganda,gay,-0.4767316759421816,-0.009004858487471151,True
53,Uganda,lesbian,-0.10541484253723628,-0.0585194394699319,True
54,Uganda,bisexual,-0.2326188058751403,-0.05007346565758238,True
55,Uganda,bi,0.4058847802644867,0.03321542587815405,True
56,Sudan,heterosexual,-0.3301916201880275,-0.016170151950125344,True
57,Sudan,straight,-0.3222489104107484,-0.0003372589356013709,True
58,Sudan,homosexual,-0.2899737279222458,0.015114303331120382,False
59,Sudan,gay,-0.4287189682903477,-0.006819387822619543,True
60,Sudan,lesbian,0.033667210005559264,-0.0942436613746169,False
61,Sudan,bisexual,-0.07750942754929523,-0.055248498097277436,True
62,Sudan,bi,0.5847089742546806,-0.04984907937617652,False
63,Algeria,heterosexual,-0.23248563531269126,0.021266922680975683,False
64,Algeria,straight,-0.22856577988546894,-0.16288144929023374,True
65,Algeria,homosexual,-0.3364810252492577,-0.002721357981745758,True
66,Algeria,gay,-0.51367979961939,-0.07924463018959955,True
67,Algeria,lesbian,0.06797707441842256,0.09690476847543662,True
68,Algeria,bisexual,0.3457300857011067,0.017696058285917658,True
69,Algeria,bi,0.7182130434297289,0.039381362678853234,True
70,China,heterosexual,-0.07872125202455893,0.09489437909704143,False
71,China,straight,-0.20326406296948368,0.030577882649270912,False
