,beverage,yob,direct_correlation,indirect_correlation,same_correlation
0,water,1920,-0.8966580242682795,0.01210193984932107,False
1,water,1921,-0.8009108974125532,0.003740283328120037,False
2,water,1922,-0.491662602140803,0.0075298083463043895,False
3,water,1923,-0.5829763229678565,-0.02906533294245223,True
4,water,1924,-0.5759623665602068,-0.043172029821529,True
5,water,1925,-0.4665416220540152,-0.01905612605148876,True
6,water,1926,-0.8139994963214037,-0.024837978366274414,True
7,water,1927,-0.3976332414527772,-0.00010936086519338255,True
8,water,1928,-0.2283666796845502,-0.038466407275485726,True
9,water,1929,-0.6207385322199772,0.018121538953963668,False
10,water,1930,-0.4166529368832058,-0.01866812226996239,True
11,water,1931,-0.6151247635882431,-0.025086258838556568,True
12,water,1932,-0.29954047425646196,-0.01313953746547353,True
13,water,1933,-0.3801683653761156,0.0007956429166002426,False
14,water,1934,-0.19500419047727185,-0.05199412034306383,True
15,water,1935,-0.3725729342335691,-0.015797579199070703,True
16,water,1936,-0.4608164728047279,-0.03757188840612186,True
17,water,1937,-0.5862653375497334,-0.02582527210441904,True
18,water,1938,-0.5838110161650476,-0.05662684994602665,True
19,water,1939,-0.9770185042814096,-0.053298705153446174,True
20,water,1940,-0.6238669725839643,-0.06405528306138493,True
21,water,1941,-0.8244602738543506,-0.035660685907712174,True
22,water,1942,-0.454782913826609,-0.07471640096692128,True
23,water,1943,-0.3409156581127177,-0.10588518956645902,True
24,water,1944,-0.351019292176763,-0.11116158886990954,True
25,water,1945,-0.2889538001111629,-0.02342174177548869,True
26,water,1946,-0.485204658250845,-0.0520933770643811,True
27,water,1947,-0.2584899621596147,-0.04992982990937514,True
28,water,1948,0.2912054691282586,-0.010337524440326252,False
29,water,1949,0.011505300064217187,-0.06684531972817849,False
30,water,1950,-0.19485586945072444,-0.0798973935517653,True
31,water,1951,0.07850322571048403,-0.08577581765131607,False
32,water,1952,0.1874345978542845,-0.10745258928879108,False
33,water,1953,0.008555947389994396,-0.0981983501713257,False
34,water,1954,-0.06576125232109707,-0.14540778155855427,True
35,water,1955,-0.06789040665534267,-0.13118983021733033,True
36,water,1956,-0.06363457730078254,-0.11986263038945963,True
37,water,1957,-0.14922748034516822,-0.11413769457620596,True
38,water,1958,-0.2858497945623219,-0.13356009165855626,True
39,water,1959,-0.3126512554560168,-0.103310365036262,True
40,water,1960,-0.18693549922760766,-0.12780964280827914,True
41,water,1961,-0.4401694935785266,-0.11221581331790012,True
42,water,1962,-0.3636315142271919,-0.1161411586671696,True
43,water,1963,-0.3797878397007503,-0.08924382419760224,True
44,water,1964,0.013845113275620644,-0.1017940266819975,False
45,water,1965,-0.2328244476625648,-0.1042210339742162,True
46,water,1966,-0.21730777836719115,-0.11216379917019308,True
47,water,1967,0.08582411792100236,-0.08478174692650098,False
48,water,1968,-0.35406369431364243,-0.13083715366820914,True
49,water,1969,-0.3269453447341822,-0.12173893559611472,True
50,water,1970,-0.20688509343378655,-0.14113113477180572,True
51,water,1971,-0.23051107940800675,-0.16751094690992915,True
52,water,1972,0.10310233500084527,-0.1605340884604349,False
53,water,1973,-0.16862795027712746,-0.17320528539070154,True
54,water,1974,-0.05759715184096289,-0.18038556255578447,True
55,water,1975,-0.4464037863253078,-0.1871136718751972,True
56,water,1976,0.01913481317551341,-0.191066638637636,False
57,water,1977,-0.14618002534089006,-0.19647859096187725,True
58,water,1978,0.27147665348698274,-0.18745180398318934,False
59,water,1979,-0.1302449049581516,-0.1755095148785726,True
60,water,1980,-0.5040013131016153,-0.1992481270397087,True
61,water,1981,-0.30149258531674844,-0.1805032162727692,True
62,water,1982,-0.15621113493960656,-0.17865728260438904,True
63,water,1983,-0.09433727554802177,-0.207123772920592,True
64,water,1984,-0.02738826703836595,-0.1875360451278914,True
65,water,1985,-0.26930695261572896,-0.20595720349243155,True
