index,Nigeria,Ethiopia,Egypt,Congo,Tanzania,South Africa,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,United Kingdom,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,United States,Mexico,Canada,Guatemala,Haiti,Cuba,Dominican Republic,Honduras,Nicaragua,El Salvador,Brazil,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Papua New Guinea,New Zealand,Fiji,Solomon Islands,Vanuatu,Samoa,Kiribati,Micronesia,Tonga
accountant,0.07835018089031152,-0.6223858294252552,-0.6526676147357899,-0.8957093582524004,-0.06291254870309573,0.2961736795272456,0.0228420126289629,-0.4771043047938572,-0.8178901757190956,-0.4756464281873012,-0.20489950721925612,-0.18367383451519706,0.22873507798306203,0.03813090423946156,0.23397988654614243,-0.4907690496029612,0.2663525581949346,-0.40230061229019487,-0.4887113877537541,-0.17136288883743594,-0.7515952274331545,-0.0094400796928232,0.8125454261964066,-0.39479160974889893,-0.4143460912698592,-0.39130491715272414,-0.14869179526066642,0.13232554219200093,-0.11373813978319255,0.04504720610357061,0.17331888688603322,0.08368471870966437,-0.6155318272575622,0.4795347586470429,-0.7954370689713778,-0.8162847601157026,-0.6981294644404851,-0.37843175446747745,-0.5518783393646428,-0.5483637466646237,-0.6483709623761329,-0.5993857560906046,-0.22498782193896535,-0.7457365847902542,-0.5257017861872166,-0.30199244350325716,-0.5572434753424005,-0.9493588451720781,-0.37113324340330295,-0.19152073045745796,0.644825771642003,0.07375794986727385,0.554417235009299,0.09647906757343634,0.013608529407783884,0.07814171548980756,-0.2103090512026258,0.1285350865973529,-0.4209992992975276,0.12290037345518658
architect,-1.2477105929855188,-1.1746716674240931,-0.7519414605848985,-1.8303017573896323,-0.8431334414170177,-0.36477521078481745,-1.110183796291271,-1.254762134282466,-1.2224387178229121,-0.5228482166688501,-0.12931881636904297,-0.11290332539353368,0.15110669134831795,-0.2676543716917828,-0.5029917638112549,-0.20813084827688183,-0.4367709656681895,-0.6807626427330522,-0.14204996834845357,0.342911985606217,-0.7128809173223554,0.8604481520263907,0.20045551085646407,0.272727900721079,0.5648156427215616,0.06563421960389836,-0.11959300026811508,0.1241724591107927,0.4567657261392108,0.6863983938968787,0.7712391886338479,-0.03402360282899287,-0.5935015278470417,-0.351574661304524,-0.5294031061759059,-0.8880599658054972,-0.6882049284275963,-0.26552620665774745,-0.5533859488298658,-0.3649199021242923,-0.3934702354435545,0.1003336191333124,-0.07153019975554856,-0.5502057728850254,-0.4191507816022066,0.043541573232122495,-0.4805732878149318,-0.6936941592338519,-0.4584639261383225,-0.04634400783166764,0.3248240043225832,-0.818056851388641,0.1186231133947295,-0.3704872922019001,-0.7820388071360721,-0.2592209119942877,-0.5443832224919211,-0.5373731365451727,-0.7262119456672503,-0.7069034201951195
artist,-0.6073284651195636,-0.7420470188909137,-0.885481808335268,-1.1648863035865145,-0.8122332756481404,0.2710879706602663,-0.8359505466055184,-1.0994518201711596,-0.8952484170241227,-0.5880578796651419,-0.1814240877740701,-0.18012624797069926,-0.23492374826396406,-0.8457633721800781,-0.565141459243864,0.16519966096499486,-0.28039013465954893,-0.41729067942857834,0.07304626335455357,-0.41605004479059443,0.03461326634047374,0.20585877920533413,-0.2326906657259335,0.37437949543360227,0.24344427863725188,0.34311585429338487,0.1283385433350376,0.2631889828953797,0.12049477141828968,0.5611136186370469,0.5027964156563948,-0.3970902404409493,-0.019430402355906012,0.2196875456238302,-0.6142785912847901,-0.6224366824321157,-0.20101739735451632,-0.6434320851631671,-0.650845283912332,-0.4360992788517115,-0.36673901987162566,0.24256483550080124,0.09947353428997596,0.11933599112690094,0.3277419583757013,0.06428814035566244,0.2723366641270184,-0.2084253452832819,-0.365588701505,-0.009673177639710998,0.2269802018893046,-0.3538405148817362,-0.08477443899805691,-0.6819718043519055,-0.8312142517383151,-0.31147851272399485,-0.7525045076238465,-1.1446781817093614,-0.7028593199872917,-0.40393458761645945
attorney,0.24226757704691562,-0.29775111801291754,-0.47205272286458777,-0.8629586858914351,-0.14994879724019664,0.5360217781987103,0.004377748100837593,-0.3449328146243811,-0.28490403936303915,-0.10444015592129176,-0.32446916106771134,-0.10698766926289942,0.3558688957728112,0.36003373858360194,-0.1307201630761961,-0.38527682394381174,0.8479711056556732,-0.2517879510979881,0.4517864112045485,0.4602840105887424,0.004454771203275711,0.6158432250528295,0.18865312227090894,-0.09373899129111792,0.7154789859259363,0.8289557007361614,0.545374779004005,0.24615152566511248,0.5208122583062587,0.7476928700580365,0.7724605884261189,1.9947588256797395,0.9976371436551584,0.6324371177479652,0.7984220495423922,-0.25854137123909476,0.5663415163974933,1.171808947427653,0.9232325281159718,1.1704658471149785,1.0581454676129713,0.8250979042166925,1.3130338563613366,0.5701924575819659,1.2141837927166226,0.924030811994069,0.7017096374780059,0.47526852617601845,1.0766197436460536,1.129119234324396,0.5484978854410253,-0.027650643085953386,0.30155981623931183,0.15301185051110466,0.09628159517573484,0.08398827376588817,-0.0725033982359689,0.3314207242934396,-0.45455930587939475,-0.33995512440638326
banker,0.4139624467268184,-0.4807618395186955,-0.33997601863717847,-0.11175292954860759,0.023390027158432733,0.4375595600529196,0.301667162056948,-0.11505150478915065,-0.43785473662085317,-0.18288836647279388,-0.3383334286665659,0.14551601322283905,-0.31185565445253305,0.13679120565356104,0.17045298100901676,-0.6659719252621573,-0.4278105387262033,-0.9879600309135261,-0.3080605817829554,-0.3092059450534707,-0.38696783860203116,0.20984475863917446,0.7828543883624316,0.17131897099215884,0.3241103943064578,0.013895324553478163,0.14216300789460493,-0.0814362055246802,-0.12247033405061904,0.14429873748602992,0.30349096965518524,0.21314811173151366,-0.2236274372880236,-0.030782004356150125,-0.30626845919853596,-0.24666917263316568,-0.048846404093277104,0.2306561058885332,0.17260880556933736,-0.01067802588138202,0.06573550958319282,0.21312533204603787,0.45647722468023033,-0.5542608995131324,0.08915622097085575,-0.050701677210003036,-0.2133720121887248,-0.2120455142537717,0.27680120550286574,0.4616707385037643,-0.03950639953282522,-0.3805566724658158,-0.14443357211304528,-0.03548650166763506,-0.23616814482061718,-0.164773090493973,-0.5237363211016269,0.4523203270538001,-0.5448742464074791,-0.5185730528006343
bartender,-0.46020679950368376,-0.5450564438223104,-0.36585084748805696,-0.7050489693723578,-0.7271690058918194,-0.19538723133949198,-0.6547979118145347,-0.7000226132056845,-1.0767650267434734,0.03193892228190558,-0.9851070857824094,-1.0684119431675407,-0.10046479087917927,-1.3842720043419643,-0.6884647899928685,-0.12973888135656433,0.787067312245212,0.06603710295099907,-0.6802472927483325,0.10048099147185158,0.0728103343474039,-0.43016590416318073,-0.7661201874900581,-0.011621668491138482,0.1827951290921971,0.3913384716231565,0.16436289635582052,-0.051904894442578,0.06229797678935138,-0.22475233594809754,-0.33103245884273147,0.5322152630216358,0.9376110522242684,0.21266844858864195,0.4909558270392112,0.8620612488642019,1.0579142264776589,1.2367024068037213,0.9175159110992086,0.5812770510306285,0.6285738846916066,0.16047067397165646,0.4464189497562786,0.4092279238273837,0.6623303833359717,0.2670632065258815,0.5043697972507739,0.09287991358875927,0.014809055923744327,0.46774441539464423,-0.1402412775048536,0.15779214608608264,-0.17122344108347912,0.36363976152432487,0.09934581901588037,0.32164185812975227,0.6186016343626608,0.23440086825885037,0.3380030215953491,0.0011080649210427644
barber,-0.13943425324106337,0.36961681326042156,0.9905104127360868,-0.3856058826095899,-0.05006707201324425,-0.14620842144242982,-0.15892633133999093,-0.015184439001608666,0.19921950942378192,0.02613578475732009,-0.8671788935196814,-0.1773829469212104,-0.4735647410817303,0.03993405030440307,0.34926050797379615,-1.4032145002723144,-0.39943250078623616,-0.5083995820592102,-0.08959685537812284,-0.1040465563791526,-1.0924739827948189,-1.2276569927641607,-1.607609370347552,-0.9714271332643943,-0.8791398522931028,-1.024884923509824,-0.7401810951303054,-0.6529386722722201,-0.7404152276724595,-1.0978770604001398,-0.8795306495497179,-1.027401208773383,-0.9754664502674901,-1.252279617724104,-0.8361099011402664,-0.3337577073091388,-0.6505048539699414,-0.7354807336140504,-0.49984673098233484,-0.5532791576043,-0.44214721588960737,-1.0227563854510244,-0.8620516190709887,-0.9014332705034149,-0.8126295938302216,-1.1702439837478358,-0.7198172550842563,-1.0044872839620598,-0.7540494782676525,-1.1363071888736893,-1.3985638619570864,-0.7557919348504998,-1.4719203940024013,-0.9225705647774812,-0.6877990311240978,-0.5916812894928681,-0.38150349770692543,-0.9485264776894688,-1.0504477160816252,-0.6610772102674105
broadcaster,0.9308077336098063,0.621546336407254,-0.03959121140862584,-0.23990846796470042,0.7281090276263223,1.471414144686531,1.0328590997743607,0.82760851418881,0.20302832041862692,0.06832590266385392,0.45889479481793627,0.7747161557358908,0.6687417677287404,0.3942240013414417,0.6750392789495879,1.4577602737417337,0.9134912546039453,0.5173205933874682,0.7069122789882046,0.33551781792891083,0.5798516521402273,0.9686682827823315,2.0051744152509556,0.673241042998677,0.7365964022457678,0.6609869464097174,0.6237497475893583,0.9916221332199631,0.8110116687255909,1.5278469206607328,0.883452929482623,0.8530045976422397,0.39633084110382016,1.616723332937945,0.24744297782338723,0.21097700442320266,0.7345547312274329,0.49986281830834656,0.20590802354154983,0.35368697927925896,0.3186179435362421,0.6318005002977236,0.8852596724061363,0.40244634800992063,0.7916976878054919,0.9429181739837333,0.460626593062691,0.459382494060758,0.48240781496262974,0.8272599728453076,1.8368368019999517,0.9994813738867981,1.8335469847794357,1.0708610898769162,1.1054714447917378,1.1527620499250935,0.5585155885816975,1.1954988154844257,0.2997611169695371,1.0420348256176986
businessman,1.036788477357004,0.13193804218946906,-0.17527201306006573,0.13075744362579153,0.6444435522392654,0.6135314420506401,0.9430690767888208,0.4764499604933704,0.20936297206831392,0.11655236950952093,0.7080724258954788,0.4677331368441369,0.7918452213221006,0.8101006625456982,0.7887985064789704,0.6995877990932332,0.70833266317774,0.45108030315134257,0.48776262410681603,0.6309330926940074,0.05757767237050712,0.1192431914935143,0.6911825328863624,-0.05151899825409447,0.05572298093706393,-0.0707108334303565,0.4377919233077558,0.06013068941938555,0.2622446233818737,0.27854278355702217,-0.01615000946469689,0.9186396794306945,0.18955202546698877,0.26814776589746264,0.03424617466811585,0.11430590564943884,0.21595085319829677,0.49177111278398167,0.46386746403981194,0.48932700700599885,0.4657459279826665,0.47330591413596085,0.6316882699175247,-0.2116612323439303,0.6034782075305873,0.3776519549492133,0.33475865575712316,0.03899994787491143,0.5515805151631462,0.5061317571729308,0.33600925653892594,0.9307436994153934,0.30090299556276134,0.6716508220815759,0.7578861677314341,0.753675551620844,0.29201161341280985,1.1028201267812314,0.373159040947856,0.4098023192850531
butcher,-0.9018354559926295,-0.8134344891947691,0.11734882446635192,-0.08954644731282023,-0.6887628416056975,-1.1661654880790804,-0.8210444990168992,-0.7572702069412689,-0.8525624947986558,0.3484537578391807,-1.208717441397775,-1.1491070349673902,-0.9005062591848872,-0.51218194821382,-0.3811050548711583,-0.9872773719229102,-1.2892516883356835,-0.436938416996768,-1.0882519187967477,-0.3538632252073233,-0.9209999356134345,-0.741421785121292,-1.3922748902771853,-0.05492964061415142,-0.4378648032364478,-0.906528629356268,-0.2103743725172456,0.06404265722611313,-0.7966730287318252,-1.1162459444434991,-0.7712547987683984,-2.1406340444879124,-0.44112340448520193,-1.3076784520864873,-0.5885432032226388,-0.48330282166800764,-0.9485713952067445,-1.0086389832991287,-0.5103657338796429,-0.8124878693475637,-0.5024385812220359,-1.4474585560176783,-0.5331361577410976,-0.8007150473439159,-1.1629261916245226,-0.7541090156215549,-0.9517030362466632,-0.6633791702071969,-0.7207320083975777,-0.750233402400878,-1.9105269253918131,-0.9133484570191176,-1.190942643223026,-1.0230312352332465,-1.2083269839978497,-1.1046369359071857,-0.7423202386127858,-1.027552240529968,-1.0574298023104431,-0.8855885745726512
