,country,trait,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,stubborn,-1.2798774976842922,-0.03952758004587458,True
1,Nigeria,systematic,-0.5596001588084167,0.02287676922916548,False
2,Nigeria,unstable,-0.6713684145995094,0.011971507875378208,False
3,Nigeria,deep,-0.7435129956308713,0.11523945599961387,False
4,Nigeria,ambitious,0.07892786566843607,-0.05161515820189064,False
5,Nigeria,faithful,-0.9880582201098792,0.0409027615685557,False
6,Nigeria,curious,-0.03734512286428726,-0.11958493895605672,True
7,Nigeria,generous,-0.6972406935399096,-0.01771316292533523,True
8,Nigeria,short,-0.06575117917107841,-0.02357397735483074,True
9,Nigeria,greedy,-1.2205386870628354,-0.0624189334132273,True
10,Nigeria,honest,-0.5139623463559195,-0.110764884403397,True
11,Nigeria,persuasive,-0.2488742728848312,0.0029305266078133714,False
12,Nigeria,solemn,-1.3870777329449997,-0.09681909855162878,True
13,Nigeria,skillful,-0.7864510504469046,-0.04530853663710211,True
14,Nigeria,painstaking,-0.7206204002511464,0.03125740898096025,False
15,Nigeria,unrealistic,-0.5278094083052582,0.09954470231473064,False
16,Nigeria,heroic,-0.6892351181135308,-0.06816479559469647,True
17,Nigeria,ordinary,-0.09167482549246134,-0.13127920976462387,True
18,Nigeria,cooperative,-0.5174943220037025,-0.13194871097108093,True
19,Nigeria,dishonest,-0.8947814570713005,0.029458278066622982,False
20,Nigeria,impressive,0.4733754047042886,0.012918514701299792,True
21,Nigeria,fearful,-0.6719868399943789,-0.06759973439858362,True
22,Nigeria,educated,0.4879280297284717,-0.1113261437491286,False
23,Nigeria,obsessive,-0.932995901211006,-0.020776737591356603,True
24,Nigeria,protective,-0.6951545072594033,-0.08460485351028098,True
25,Nigeria,mellow,-0.5654904060189646,-0.14469192330030842,True
26,Nigeria,irrational,-1.708836644385496,0.06873100512480704,False
27,Nigeria,mechanical,-1.0008086499588285,-0.062264450170817824,True
28,Nigeria,outspoken,0.5150660509678123,-0.061660281918491634,False
29,Nigeria,fiery,-0.12889484273923207,0.0001611902117832522,False
30,Nigeria,thorough,-1.1404759497260477,-0.02246336198405017,True
31,Nigeria,hurried,-0.9186916565873816,-0.004194446205354493,True
32,Nigeria,brutal,-0.6077604717666699,0.06730386997918952,False
33,Nigeria,determined,-0.7381066289951076,-0.03942872766890065,True
34,Nigeria,aspiring,0.8790724428803062,-0.061816861755789376,False
35,Nigeria,benevolent,-0.8151001859326494,-0.003130263651728757,True
36,Nigeria,towering,0.03691832609294436,-0.008386986529107491,False
37,Nigeria,restrained,-1.4081051152953254,-0.06449574843062889,True
38,Nigeria,cheerful,-0.8184178174606944,-0.1631267167136638,True
39,Nigeria,popular,0.2648266458263724,-0.07452867385728462,False
40,Nigeria,slender,-0.06837366414625871,-0.10712793671964864,True
41,Nigeria,sentimental,-0.9350101915825572,-0.07839482831209899,True
42,Nigeria,malicious,-1.1175165459648813,-0.05287388482065365,True
43,Nigeria,predatory,-0.5396367551716398,-0.002443721503193675,True
44,Nigeria,suspicious,-0.5084554855469385,-0.10223788962465036,True
45,Nigeria,weak,-1.3746456437879353,0.007003475169615208,False
46,Nigeria,ignorant,-0.6186016587454151,-0.026958995610685463,True
47,Nigeria,tough,-0.5205395095889933,-0.054866961888416825,True
48,Nigeria,skeptical,-0.4578854547527658,-0.0661932884373365,True
49,Nigeria,criminal,-0.054937162448360055,0.02635680306709295,False
50,Nigeria,scholarly,-0.07951490448886082,-0.02947922425045049,True
51,Nigeria,confused,-0.3335234274268449,-0.07971129396251117,True
52,Nigeria,political,0.1488984192456297,0.023614735542812147,True
53,Nigeria,superficial,-0.2880770242061217,0.023235265108715,False
54,Nigeria,calculating,-0.5768515300911762,-0.05625056776298045,True
55,Nigeria,moderate,-0.1625259470612067,0.04191110107144128,False
56,Nigeria,helpful,-0.18235150274865766,-0.08103279839233797,True
57,Nigeria,mistaken,-0.4618611338548084,-0.08004844487425741,True
58,Nigeria,admirable,-0.4652333946109845,0.016227291068439266,False
59,Nigeria,precise,-1.0202522480989291,-0.040864817971879984,True
60,Nigeria,glamorous,-0.32381459981110955,-0.061551178477080214,True
61,Nigeria,sharing,0.4969969081178578,-0.0983195237861385,False
62,Nigeria,maternal,0.0954394160256632,-0.07915509447369791,False
63,Nigeria,foolish,-1.2948386540638797,0.04940732668662711,False
64,Nigeria,fat,-0.5199614568255285,-0.09166028294421008,True
65,Nigeria,dull,-1.3373427271981326,-0.019562757207049968,True
66,Nigeria,upright,-0.5788924189368626,-0.04507779439612452,True
67,Nigeria,coarse,-0.544776345750707,-0.01872532367113772,True
68,Nigeria,secretive,-1.4398882522824752,-0.047041392860057575,True
69,Nigeria,arrogant,-0.4201698491840673,0.0198193229533433,False
70,Nigeria,religious,0.2703986043865445,0.03663550672750353,True
71,Nigeria,innovative,-0.2000002832070205,-0.01426846475515522,True
72,Nigeria,original,-0.4984906749769297,0.01409703086448037,False
73,Nigeria,gallant,-0.5307028363537719,-0.05969541981745,True
74,Nigeria,gentle,-1.4433440459298157,-0.09660351804121484,True
75,Nigeria,sweet,-0.29979820890523784,-0.05058591074206677,True
76,Nigeria,enthusiastic,0.2554686444746864,-0.10841667284023143,False
77,Nigeria,ripped,0.18975063376183995,-0.02353301395936046,False
78,Nigeria,objective,-0.3341267984181295,-0.042205734089348836,True
79,Nigeria,modest,-0.23325240367968875,-0.07566194572726069,True
80,Nigeria,smooth,-0.5361759290507571,-0.04930832315135855,True
81,Nigeria,private,-0.2216626602918306,-0.0669892064006417,True
82,Nigeria,tidy,-0.6541757714200959,-0.042815081557866286,True
83,Nigeria,pure,-1.6164985800702276,0.014511817688524482,False
84,Nigeria,frightening,-0.7559474146948509,-0.01585665482414021,True
85,Nigeria,polished,0.14782552759303674,-0.031472466388549725,False
86,Nigeria,outrageous,-0.14218100333649408,-0.00047850379887249053,True
87,Nigeria,blunt,-0.3644140145059792,-0.03446671770922076,True
88,Nigeria,grim,-0.9161615222919196,-0.08567910443157402,True
89,Nigeria,transparent,-0.8595124297430485,-0.011576585557617636,True
90,Nigeria,athletic,0.4971747605382224,-0.1447954744706104,False
91,Nigeria,dignified,-0.5377579328155044,-0.10996776744909892,True
92,Nigeria,formal,-0.5345990300459876,-0.04295544957607937,True
93,Nigeria,narrow,-0.8884190455564259,0.041158538972623095,False
94,Nigeria,ruined,-1.6811872924273437,-0.015161843518726922,True
95,Nigeria,creative,-0.4904575051776746,-0.09724493731177336,True
96,Nigeria,extravagant,-0.8073693290343831,0.04873552019561715,False
97,Nigeria,friendly,0.06654086060879984,-0.15706729822122134,False
98,Nigeria,steady,-0.5976648808410091,-0.07979960769836855,True
99,Nigeria,whimsical,-0.7249307823343972,-0.00904188456095993,True
100,Nigeria,unreliable,-0.6402281257776812,0.10517078637051586,False
101,Nigeria,rustic,-0.5644333713562394,-0.06197994350653267,True
102,Nigeria,quirky,-0.107788516558637,-0.03949905675621787,True
103,Nigeria,conscientious,-0.6082315059960651,-0.0967478148706428,True
104,Nigeria,sexy,0.21946029605738854,-0.07572041801812318,False
105,Nigeria,logical,-0.6572024173025166,0.02645828067421628,False
106,Nigeria,quiet,-0.9207626547610568,-0.12704125687912196,True
107,Nigeria,hesitant,-0.6086804928239771,-0.11340009985620515,True
108,Nigeria,gracious,-0.7184984927510715,-0.01880689199625816,True
109,Nigeria,open,-0.2353255993395967,0.06864368625217546,False
110,Nigeria,humble,-0.5702762715625694,-0.04810328136604177,True
111,Nigeria,unhealthy,-0.20025170575050488,-0.041791051784834464,True
112,Nigeria,simple,-0.36166034254829416,0.0476561022549034,False
113,Nigeria,fair,-0.9839907280995029,-0.027003127427494108,True
114,Nigeria,stiff,-1.1204134949012527,-0.14781278871675185,True
115,Nigeria,capable,-0.2214047043398225,-0.07761550640016893,True
116,Nigeria,stern,-0.9753026591930148,-0.057930050509527625,True
117,Nigeria,angry,-0.6131977733417058,-0.07427614439400883,True
118,Nigeria,selfish,-1.076464408000476,-0.026793482877287597,True
119,Nigeria,sophisticated,-0.13816755996917288,-0.07372646761120358,True
120,Nigeria,difficult,-0.6742077053093962,0.06135077355762115,False
121,Nigeria,flexible,-0.5819695727717926,-0.05218313746470915,True
122,Nigeria,meticulous,-0.9960225721292169,0.0035975317408253843,False
123,Nigeria,practical,-0.4117668916335225,-0.007374767545250023,True
124,Nigeria,demanding,-0.2681011286273179,-0.05766062949005634,True
125,Nigeria,vague,-0.72800005079846,-0.0029931709136595173,True
126,Nigeria,modern,-0.4681383573981296,0.003554620694182815,False
127,Nigeria,retiring,0.3829020207827594,-0.04481855480773177,False
128,Nigeria,impatient,-0.8257062243728703,-0.0867561775620992,True
129,Nigeria,youthful,-0.09624011202683808,-0.058453574221247986,True
130,Nigeria,mature,0.297423982508196,-0.09409102060665557,False
131,Nigeria,treacherous,-1.1323958009060902,0.030357475239176267,False
132,Nigeria,cerebral,-0.17004364734206626,-0.06387696956281796,True
133,Nigeria,healthy,0.25624988633599344,-0.12626167227586674,False
134,Nigeria,intense,-0.3225149592983679,-0.051820102727119566,True
135,Nigeria,fraudulent,-0.049398325281121036,0.041842329904343147,False
136,Nigeria,elegant,-0.9499419314924092,-0.0756411242975502,True
137,Nigeria,adventurous,0.04433441078314438,-0.1441552179813683,False
138,Nigeria,optimistic,-0.002705133615590982,-0.1230393683825733,True
139,Nigeria,energetic,0.028643360326204167,-0.19976003216731056,False
140,Nigeria,active,0.048238989074612194,-0.10468041943060613,False
141,Nigeria,cute,-0.06908234154242977,-0.10245788119976793,True
142,Nigeria,insulting,-0.015119917945020163,-0.040346484782753066,True
143,Nigeria,relaxed,-0.5265174793530629,-0.14925027683389575,True
144,Nigeria,subjective,-0.3270005915655441,0.00032152901440069454,False
145,Nigeria,prim,-0.3607997889686862,-0.103033364100604,True
146,Nigeria,loyal,-0.460591689254359,-0.07916087446370956,True
147,Nigeria,false,-0.8931658445897653,0.08786976956304658,False
148,Nigeria,naive,-0.1043421195328763,0.012493509351757713,False
149,Nigeria,rigid,-1.3591090082176809,-0.026199658054545563,True
150,Nigeria,wise,-1.3834607224229765,0.006901266945180359,False
151,Nigeria,impulsive,-0.7766323848911553,-0.028682730288687782,True
152,Nigeria,amusing,0.006190875736259799,-0.09102735565222866,False
153,Nigeria,intelligent,-0.04598009186176299,-0.08778717565308575,True
154,Nigeria,stylish,-0.20258386504008488,-0.14783875776101607,True
155,Nigeria,complaining,-0.0016932290094220205,-0.12182139813463325,True
156,Nigeria,petty,-1.3513004743524082,0.05071642105720462,False
157,Nigeria,enigmatic,-0.5102228266307609,-0.0411280372426127,True
158,Nigeria,hostile,-0.5329358838299253,-0.054789378632304535,True
159,Nigeria,confidential,-0.2554434360787881,0.03123686991429944,False
160,Nigeria,humorous,0.10386197723777917,-0.036483836300186735,False
161,Nigeria,authoritarian,-0.6894130028544565,-0.02321653932976332,True
162,Nigeria,abrupt,-0.8771205098436511,0.02157268136705777,False
163,Nigeria,contradictory,-0.2973953913621774,0.12293411675100245,False
164,Nigeria,irresponsible,-0.7061864646002869,0.027172926484669187,False
165,Nigeria,destructive,-0.90857208217915,0.07500174877398699,False
166,Nigeria,conventional,0.020530480027134597,0.002330258448550796,True
167,Nigeria,crisp,-0.8319079833020441,-0.04017291973552309,True
168,Nigeria,tiny,-0.5891891589762254,-0.06220074427366903,True
169,Nigeria,rational,-1.2204703442528535,-0.09309334219130808,True
170,Nigeria,neutral,-0.7970615311846798,-0.07162673170116153,True
171,Nigeria,warm,-1.2564387535338162,-0.12477510840847696,True
