index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,accountant,architect,artist,attorney,banker,bartender,broadcaster,builder,businessman,butcher,captain,carpenter,chef,coach,cook,dancer,designer,doctor,economist,editor,engineer,farmer,filmmaker,housekeeper,journalist,judge,lawyer,librarian,magician,mechanic,musician,nurse,painter,philosopher,photographer,pilot,policeman,politician,professor,programmer,psychologist,scientist,scholar,secretary,server,singer,soldier,surgeon,teacher,therapist,translator,waiter,waitress,warrior,writer
Albert,-0.16464723541684306,0.07780113662817603,0.3602640287619112,-0.3638939835749056,-0.03730565907903727,-0.16896558628645497,-0.5421699347815925,-0.07075678980490238,-0.2519714993474216,-0.17518410943163118,-0.07762260612448067,-0.01714247251493706,0.30384383527758796,0.21340815034794183,-0.010870596302906425,0.03947885130810412,0.17326822954669785,0.30615001814172305,0.2597945448386581,-0.36892011557275606,-0.07371312763690716,-0.3951095305059179,0.47363776428189874,0.8709566264487247,-0.70012273294988,0.606091957140165,0.47567759514376823,1.3717496568487175,-0.23102912170830892,1.4468465770766041,0.5621989024275968,-1.229211380039615,1.4610539315459183,0.2935441952180068,-0.8841186309719433,0.857433183993633,-0.6515991274951248,-1.1090020267987002,0.3913681113968648,0.06302373157287566,-0.027546419014852004,0.33303442122984156,-0.8125831523051854,-0.0056541565883766525,0.1621471730614985,-0.3178296082094022,1.2633650836018728,1.9238858701259574,0.8888095180217156,-0.13845764564317098,0.41003085650817156,0.2727825085781554,-0.06251033873319081,0.5852776492579562,1.300164184429315,-0.0658015303190169,-0.20985264242918655,0.033999049349577454,0.14819658132321792,0.7222079900916853,0.4737850038695662,0.4980876575314113,-0.4202433383030029,0.3552655879735673,0.740105547558639,0.6965009059247567,-0.364886078120177,-0.5224237453082146,-1.1946640002668898,1.1723568398625543,-0.23521047976909418,-0.5125534728316431,-0.21694295941200015
Miranda,0.003136837615773922,-0.22531199197956145,-0.4115451568277708,0.16685331844021667,0.10841781829306582,0.1256838180557457,-0.23410619540783584,0.005002274473723104,0.07367350861291276,0.24591743750787132,0.05447094614746311,-0.10105104007042834,-0.030442470073462388,-0.016374164720042023,0.19178053416740165,0.03734043163878326,-0.10120225296657188,0.047748619825567676,-0.10759470049921019,-1.47223695789627,-0.09388286703697964,-1.0467129879036734,-0.6223641053919535,1.174277510286614,-1.6575716837516332,-1.0314945342338773,-1.1722460104158086,-0.33360205860217296,-1.0229934607624886,-0.38351609406123083,0.28836837527445786,-1.513126229363,1.4244542567838163,1.9219107806325635,-1.2766446319752482,0.3974330854836806,-1.3459686980112064,-1.5691116118066515,-0.8653339540102452,-1.6542701431481757,-0.29809227727564097,1.85311240483364,-1.0517797481513214,-0.6940504605360959,-0.47790108626056566,0.2954348241266055,0.45172447022134243,0.9347866795790268,0.43733589665339306,1.8859590695273292,-0.30716053500187934,-0.6412488123719094,-0.030663517391807702,-0.4268292063764051,-0.17393924471396907,-0.222182750671677,-0.8503708265364598,0.25402095417749404,0.3775169307312141,0.39687298660850545,0.46202127573413593,1.2889045889915418,0.8629534838624879,1.3507132693840964,-0.2839644136439555,-0.4691164370621993,-0.09889266516473084,0.42269827878955096,-1.1288522951198527,0.2573856037416924,2.5246287885499132,0.08970020609118148,-0.2889804817495912
Leo,-0.5247080528350989,-0.12221213106949362,-0.49980243125992213,0.030765969613562625,-0.7101546744694839,0.06275458324881854,0.19201738599313856,-0.20393499510443489,0.21753451915714414,0.049361836673028445,0.10847524655997282,0.09059938825324276,0.15657055207011322,-0.019646070409985155,0.3758531880120461,0.02780200979586981,-0.06500697725498308,0.33089478081049467,0.44920142636561855,-0.5064157843785164,-0.26535084326205827,-0.33114456567527845,0.4605756742518036,1.2316677305775547,-0.9763535088892665,0.47155574317625637,0.4154017533403784,1.2189295413039605,0.035727119209639654,1.2412897568486831,0.6532683739010899,-1.2961560182409961,1.4644393277711925,0.40157785088482806,-1.000481419086488,0.8762145973941855,-0.8346803049694737,-0.9509481633147548,0.0744324918854009,-0.15296350787752955,-0.14046062498677417,0.5120647510573889,-0.7606305761436104,-0.14876131962907307,0.30470436777344495,-0.025450132249383195,1.502846326764831,1.8454563243989663,0.5822538604749375,0.004969383188894042,0.170570890235473,0.3521770904792686,0.05881530740541286,0.927238251407126,1.3584912718375493,-0.003013818055637751,-0.13216798417456088,0.19692984822105644,0.44339580196278033,1.0454579809935918,0.568386631617105,0.7405598381742853,0.21859619561426238,0.09987185796424701,0.8310341665772357,0.6825210378234176,-0.4079505090508016,-0.16035864719698256,-0.9295557056650143,1.2389879962011594,0.22750208626354732,0.17063914537904482,-0.2378282443030558
Dominic,-0.1199504347014032,-0.38924786012699586,-0.6382888734939423,-0.09542525078150389,-1.0901298650765985,-0.3933036136476924,-0.09960862424392661,-0.6405643804189458,-0.20218777155920248,0.10154766457657188,0.14652299195976687,-0.24082145011387704,0.47105070174554275,-0.6356745538120323,0.1290120649638048,-0.2467380226670687,0.09054914717476316,0.5476957751361655,0.46803791106859544,-0.8658932866246116,-0.7512438215060993,-0.4301052197856142,0.5257999047460854,1.6582195467572138,-1.3219941593298956,0.5317727766997182,0.5903568461850239,1.0268787726048003,0.04059555954069975,1.239394840448208,1.0980412990332216,-1.0362419453263139,1.2878591292169608,0.9038637702796142,-0.991454247415899,0.5647499399072498,-1.1434411279490062,-1.478136324499696,0.08630391321763904,-0.6667093553767388,-0.22775183160716697,0.43638547882272244,-1.2149039077012185,-0.3595860270009969,0.21864025883443475,-0.32802947538918753,0.850840693430637,1.9500951260874708,0.5630094030047723,-0.03839129358216755,-0.28686908215245427,-0.4541837688690986,0.04638664252075406,0.518870560096356,0.9467795477493435,-0.49828092908858773,-0.6508256107697741,0.47327002703386456,-0.16549922754717067,0.11141041721832017,0.26791617295913495,0.6654309482685042,0.6624284296627257,0.19005553381756327,0.553158427497417,0.4482173714017134,-0.5311172181643675,-0.37551864920678635,-1.114147521288764,1.4362839200348927,0.2222795470682561,0.020523850459662624,-0.7074241022829485
Vera,-0.25690477802315365,0.5567597896043647,0.804475257970761,0.06166685902265268,0.12713260237610807,0.08164919655842823,-0.18898764061546655,0.1900446444111032,0.08051631742891552,-0.21436123535049878,0.0035987121657098733,-0.223287197224877,0.2516421165514359,0.37035247091805656,0.33350552053404997,0.13894524076680806,0.01778003476718932,0.3188273649111831,0.31281297608477215,-0.5730820664241344,0.3139591269711034,-0.5911516395350096,-0.4104727884784602,0.8244582831428795,-0.8804540474944811,-0.8208765995093859,-0.8219401839108519,0.0054826076089032165,-0.931650758846985,-0.2204504998555964,0.36465764070526663,-0.9289744717743526,1.5692592904430647,1.6908975484100024,-0.3614675305361595,0.49125805612244294,-0.14708823681603744,-0.4969265350216211,-0.3653361214613519,-0.89579299772767,-0.10134867488170576,1.554347458162974,-0.2946898191008755,-0.4958022571075053,-0.2546055530425858,0.5481339474968314,0.39770371071389327,0.4718303309487509,0.3838771417852824,1.4413847309304342,0.44540668908940667,0.02578473586285104,0.11557914260834494,-0.15554627948637803,0.0014400478029225402,0.1330920955896508,-0.4809396601033649,-0.075905573529462,0.4900292174252963,0.36669305880255193,0.8417464002246531,1.0050414954648106,0.0751360026854622,1.2543355345395595,-0.03478548283001872,-0.14400225184619517,0.09134503278858719,0.46403012847361214,-0.4653568039601006,0.1618993883896486,1.8447779936291246,-0.15384944074810747,0.3449702920246775
Adam,-0.40417859189607314,0.1172113171381734,-0.33680921539524095,-0.00576414992644153,-0.27574723382264643,-0.10901210032737857,0.47760814412289077,-0.14406028821512173,-0.08441059070091537,0.027228670224165537,-0.15459841466741048,0.1535200672744567,0.0437847163306642,-0.08551867473077622,0.19853529722540184,-0.2716956646757994,-0.07621414576275852,-0.06944840445505329,0.20023058947427624,-0.7870197179791225,-0.4522131177945253,-0.8753348808726615,0.4191745787307812,1.3502244743402956,-1.4421372186596455,0.45956357834181083,0.007225317761991884,1.0349862958314946,0.20313901450124883,1.3371349606825054,0.7571470278734779,-1.3464687208459938,1.183723237331519,0.4532419337060892,-1.0666420974986695,0.8168123032632891,-1.0510382874196609,-1.0913386387966755,0.10267857828764544,-0.2506089813022512,-0.3001884685332192,0.497981553490011,-0.9751472625596704,-0.31008013161542713,-0.11466672441201203,0.13596423159853305,1.6671654312315347,1.9076898085952558,0.7314679889188488,0.15365614566456992,-0.18183341317997845,0.7474919760976702,-0.17609944909392083,0.6141803181706129,1.085068762728427,-0.2062625746229553,-0.08353641932878716,0.7639089427294488,0.4381663094240463,1.58975214986912,0.823162907446999,0.5638801110730091,0.7522412379218079,0.2135961034371013,1.231508626479782,0.39550493294165084,-0.16487504920054788,-0.13220060044060936,-1.2714213671358015,1.215842862985039,0.5133492665754532,1.0974503534327078,-0.24452646259772676
Bryce,-0.3103166392615488,-0.18555513456390335,-0.5177445406528479,0.01445251104966473,-0.35952460457198293,0.19442867756567106,0.6241517004479328,-0.27852462832811997,0.09008507389167716,0.2800309002566525,0.007036520598820735,-0.04277203030111733,-0.2924733780786248,-0.08270538374333275,0.41843562503146187,-0.12788099317928073,-0.031145154312281428,0.01406722628505441,0.2581530590546397,-0.8759046002957236,-0.7593314599092467,-0.30614210801535907,0.3479716276838684,1.5497032030275182,-1.089444595215522,0.6720599720615086,0.19076467121083818,0.8540763220635329,-0.2560651998696338,1.454001593356729,0.640019795066164,-0.7586408080800545,1.204041227365686,0.3736373381776579,-1.1338742928578085,0.39381898782197156,-1.2254752493149523,-1.4280330190778225,-0.10536113148314519,-0.35016938966532646,-0.2083364614164914,0.7064833811254855,-1.101492489339595,-0.5564485066184435,-0.021765069683631445,0.04402914762451675,0.5495770299929355,1.9111106131775475,0.5721494724047248,0.29576812341332476,-0.24922231008756052,-0.7996226218052114,0.024677975930900226,0.5268051882614406,0.6941876338316046,-0.6861519166154242,-0.44853300452432054,0.46981362169053476,0.0859324691327015,0.024837395870149666,0.07385227069295643,0.7370164404198315,0.27498019473168145,0.08947277917312413,0.45239523154853106,0.13591740909462627,-0.07867435766344309,-0.1890396661321522,-1.0368367872069053,0.8548621409560194,0.5505619730487423,-0.46680123381542044,-0.5601616708097615
Lucas,0.21554778467893446,-0.20915744731144686,-0.368929015346956,0.27003351274666315,-0.23113546126924617,0.25982605104962697,0.1630285086931351,-0.31390390316670425,-0.17268721312229024,-0.09872856494008853,-0.4593064813540301,-0.24452986075960603,-0.05143310426351692,0.00998445894518723,-0.03701616439820512,-0.21269511936671862,-0.45788980691207426,0.051551016088422816,0.4707519060928131,-0.6290217748022743,-0.3617010669110399,-0.40379981215831734,0.5914531180062463,1.3058290237437216,-0.8519415761914731,0.5391894248351281,0.4114561580531798,0.9661359238241406,-0.05175322907748164,1.2310416996026985,0.875208103089985,-0.854856901801543,1.0563302520762685,0.7481279689987916,-0.8369791499890985,0.7467088010486878,-0.5434226129411254,-1.1782519052947598,0.08678933198471742,-0.22665309641279366,0.1414677102894191,0.3744936357434681,-0.6820821255148569,-0.3763367263109177,0.14418421100430803,0.08853579345267641,1.3127792352258645,1.755055680240225,0.7503757313602087,0.1004027734499956,-0.012789102377270122,0.40496618672361917,0.11455441322089867,0.7270076650134137,1.008012224258774,-0.13556256062854072,-0.14638288749187559,0.8220846874851949,0.5156796367041908,1.007928894042643,0.9424128059750021,0.41594707803998215,0.29102438034890815,0.36835746937116687,0.9192986516425778,0.3272408901918555,0.03139456096189504,0.01431523492537037,-0.9236116985902785,0.8710485626808718,0.3242050679333167,0.6625193107880306,-0.10653842725942392
Annie,-0.2704918342181565,0.18529597758588467,0.4239383905509518,0.19046900124311503,0.2916471492469463,-0.003996701005154915,-0.603764612721863,0.29771112851554704,0.2261525459390534,-0.15923241522831755,-0.0030447310575866895,-0.13596678512435648,0.04995991821282081,0.4263594662583459,0.041106235887390624,0.15836495156964675,0.3421470477540806,0.49626038047412263,-0.1345803248330245,-1.6001184125398789,-0.17848878196133794,-1.1925320311598449,-0.8860618108022588,0.7315030430533043,-1.6708132391228814,-1.202418742980701,-2.1660662791765097,0.1729814881235082,-0.9883791912567417,-0.6863915080300168,-0.3549876260120695,-1.8525901282262243,2.1437570529810994,1.2904582517017986,-1.4228937759414022,0.5801304616400859,-1.7688242234017115,-1.377884388742736,-1.1875496681860138,-1.4062659924691954,-1.053298797184459,2.541507093685125,-1.2584716933190148,-0.5209251310613381,-0.6836896715404307,0.5173957276172344,0.7409925723458016,0.45915091071954395,-0.007778098236595207,2.130386113840195,-0.336158338332939,-0.33132662821018993,-0.5962307152735171,-0.289054787819091,0.14186591339606083,-0.8278864331880524,-0.6421758028564006,-0.3892656272453774,0.7323642089516834,0.9757397489144146,0.8610652264992147,1.6887791948016866,0.14598460701712704,0.9233993754838161,0.17251980157523455,-0.05030243888947475,-0.02341888496955659,0.19089923409114112,-1.5478436077078983,-0.0338084650719986,2.6107277933203874,-0.12672280347822626,0.14810779079790648
Cindy,0.09111347128696426,0.40429657607439196,0.17388579842980306,0.04582529143150797,0.3380129829197811,0.3358778829245215,-0.3224463977981358,0.33780741045830687,0.309707936411343,-0.18046077196135848,-0.18058647055470672,0.009999777774947129,-0.21052078879093358,0.035022462181258415,0.05123945103371367,0.06557474150500289,-0.144236737524023,-0.30404104020112965,-0.2332170172609712,-1.6804466176494166,-0.2739851332085756,-1.1022362990549597,-1.1181606014465477,0.9780368796618808,-1.491768786650062,-1.3018675860456421,-2.3140711397929277,-0.2855894214475103,-1.5862385953248708,-0.8896184664702832,-0.18625161956031197,-1.849119251554232,1.8961290835508833,1.4130288495792787,-1.199768638046276,0.2507041798281812,-1.7517907776155985,-1.5526579985212903,-1.462959874992099,-1.8617562183153635,-0.8503193185287728,2.375290156263201,-1.3041040379628688,-0.9144919929170099,-0.7999519347133913,0.7235428319083339,0.4080023268282088,0.2532627915361144,-0.14213201805282324,2.26917220330477,-0.32668135622835553,-0.649122838806354,-0.3933033331688397,-0.4288357975483435,-0.5007549631449568,-0.8209911844972307,-0.8055734247775351,0.007015970812973405,0.8082643456498985,0.8104001411123365,0.30991800653370216,1.6242140528781626,0.19953957040379158,0.9840211734751336,-0.47916695396997827,-0.5641643375460739,-0.017676705585276956,0.5285740484080147,-1.438050668732494,-0.49998151763846077,2.8944379309951542,-0.5808443962161975,-0.040671073262406515
