index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
Albert,-0.16464723541684306,0.07780113662817603,0.3602640287619112,-0.3638939835749056,-0.03730565907903727,-0.16896558628645497,-0.5421699347815925,-0.07075678980490238,-0.2519714993474216,-0.17518410943163118,-0.07762260612448067,-0.01714247251493706,0.30384383527758796,0.21340815034794183,-0.010870596302906425,0.03947885130810412,0.17326822954669785,0.30615001814172305,-2.429974497869214,-1.3213825761577256,-0.8469895378918693,-0.6328474523845853,-0.4669898991187506,-0.2966500267413226,-0.17959440172121008,0.10252455444745297,-0.14129430140098803,0.18525316042880613,0.23540417675567615,0.23934253249029788,0.2216318372188318,0.26568589846976903,0.14186344197901637,0.4038858152312669,0.2732216107630561,0.3512160537070317,0.28578916743915944,0.2232904767924819,0.5214833195845223,0.351718331611345,0.3267491978546335,0.38227697150250467,0.2870204054309842,0.5446959320666832,0.4964141154604182,0.4481880857613408,0.481206875826411,0.23164964552386277,0.5569775542816707,0.5113928764499722,0.504595222720584,0.4509071285422074,0.4396295343332378,0.3711258377481304,0.35122574555568586,0.48928530892331984,0.6544371822490896,0.2715390111817372,0.44263993890840564,0.4820650241966909,0.4476478997502758,0.38872524671753345,0.24554722171143947,0.21558441441650375,0.3669470300297666,0.32646952171837484,0.4976729410433398,-0.11033683819183897,0.40090000112083596,0.3720442887616581,0.4000536586908021,0.3185423960065694,0.31039660110947365,0.15620016895525327,0.271341163442758,0.23870515076005944,0.15840390455898876,-0.13665574585746965,0.2205582424958286,0.29601078458578034,0.1745955480373392,0.17308300257735393,0.24581941008461927,0.16927680696710998,0.1614057625022671,0.22655993949606554,0.11714625665836859,-0.18886714044913988,0.15798132878925175,-0.0056462320378180015,0.09378783264693935,0.24244064605002202,-0.13344839809712397,0.23006378820835435,0.13183376440428682,0.43276092079948325,0.14073474178779033,-0.12296737630000901,0.3374231585149478,0.39590874286847494,0.2507883585617744,0.33432989023856396,0.15159850301598177,0.22802567727535197,0.17545587758107137,0.19986730199010855,0.16180456103124097,-0.1655383263629516,0.36334401820294193,0.16527382390105838,-0.023193562562309235,0.15682267809290232,-0.23934914839068439,-0.2357907968679445,-0.1105050667907462,-0.08101057807192534,-0.28100697292633686,-0.9184073115749398,-0.539575051923889,-0.26844115269349517
Miranda,0.003136837615773922,-0.22531199197956145,-0.4115451568277708,0.16685331844021667,0.10841781829306582,0.1256838180557457,-0.23410619540783584,0.005002274473723104,0.07367350861291276,0.24591743750787132,0.05447094614746311,-0.10105104007042834,-0.030442470073462388,-0.016374164720042023,0.19178053416740165,0.03734043163878326,-0.10120225296657188,0.047748619825567676,-1.7890483033064088,-0.48291852985586814,0.11512328815622051,0.44066294451453075,0.47377103784651586,0.7087228480413369,0.5789045152577584,0.865885838539609,0.727917213310908,1.0030085344637376,1.17227907189983,1.1146210765032722,1.07625335658257,1.2772331764066287,1.1254344732077362,1.394923603239432,1.1960817299582733,1.2665090002146595,0.9304226716511506,0.3777247628466896,0.8070288753037019,0.6132114992566016,0.5621127078122097,0.6750591635677223,0.18066850702115514,0.5116579049153113,0.42930472423928356,0.3721941970300084,0.5220465294439454,-0.2041421511947757,0.2614845801580114,-0.08759074189872956,-0.14899278973793714,0.031225534353158876,-0.15429457702548385,-0.16347674739959625,-0.21465633784863916,-0.21380606881234684,0.09603676075694685,-0.5968732257054553,-0.3429754082774157,-0.27039818507083274,-0.3073103338109785,-0.3812469233186258,-0.5827863880986262,-0.614287424990686,-0.4842171539447022,-0.4818214185795153,-0.2601033583738983,-1.5283523206658967,-0.7844837402961464,-0.7876111582602676,-0.5683794441812974,-0.6637447030369826,-0.9689622365734725,-0.8527008935965584,-0.9313386344540622,-0.9320678896710493,-0.8339070031566052,-1.4914966035539432,-1.1093617376175091,-1.056297617418942,-1.1318653988503966,-1.1019586666859587,-1.278373398811805,-1.3840160498881229,-1.0963743262173649,-1.1496856420855504,-1.2487696854420787,-2.002691156343598,-1.1697300752037765,-1.3479073429736008,-1.1753382763621023,-0.9915802172909672,-1.7412050951735294,-1.3596581974579478,-1.4170243929950692,-0.9205608848052964,-1.3103071789600005,-1.8574741331597497,-1.0008306374602993,-1.208407287931632,-1.2366926163159722,-0.8247599817758681,-1.333585644741494,-1.0484164781889922,-1.1222932022972216,-1.2034484297140313,-0.9456562333243934,-1.740262939167782,-0.9846688074561815,-1.23998069014953,-1.2784949117948416,-1.2231141593103996,-1.6965488932695303,-1.4752495009812019,-1.3593467441893163,-1.453755955350482,-1.6948788028178476,-2.6386695695897,-2.016513744505907,-1.7354400649492547
Leo,-0.5247080528350989,-0.12221213106949362,-0.49980243125992213,0.030765969613562625,-0.7101546744694839,0.06275458324881854,0.19201738599313856,-0.20393499510443489,0.21753451915714414,0.049361836673028445,0.10847524655997282,0.09059938825324276,0.15657055207011322,-0.019646070409985155,0.3758531880120461,0.02780200979586981,-0.06500697725498308,0.33089478081049467,-2.4698524973246165,-1.2281553222270087,-0.6985863521463901,-0.45388900477745253,-0.37304405385359773,-0.1252250709156849,-0.06557221023700724,0.3028082903593963,0.0779683352885359,0.35117333179041915,0.3981861240134465,0.43025552360916947,0.36303705134534486,0.432240636504091,0.2961139465944241,0.6048637774192915,0.4373907827369477,0.6224361601288665,0.4451375573383677,0.3364623424192009,0.6617462328814279,0.4837475885441476,0.46891366972116966,0.5569582681783319,0.323338842919918,0.6184153642109831,0.5199523182926652,0.589471641473989,0.5591359206380877,0.20026037026454757,0.6673413882586909,0.5400965203822575,0.5243486668970974,0.4792052427962933,0.4749549573523858,0.3869371318594126,0.38911372829959867,0.4884532060615428,0.6558548984773064,0.207597490403223,0.4338181205459652,0.4096014032757708,0.3899104152303222,0.2799334787130191,0.12131947041928041,0.07660636198814373,0.17966949388968861,0.22647266787642079,0.3791821728352078,-0.3286409997743439,0.2479076613832252,0.2667057829285985,0.22222210662769204,0.18300877153129486,0.09492966337635204,-0.008826832919543302,0.010908422820043602,0.013482312348022005,0.003184421817199548,-0.3936041224582333,0.007752673505868209,0.1251007829322826,-0.08438604497500156,-0.011677362152304319,-0.05421742385165991,-0.14700463500895644,-0.11444881786005306,0.023870473348152284,-0.21755485513083336,-0.5623362465766722,-0.1654697142004447,-0.2805169966787921,-0.21174688352397997,-0.0248128352004823,-0.47078490298095693,-0.04536664661500102,-0.20850063825879356,0.1857106055199343,-0.12033792792238347,-0.4520772368861699,0.1145725892525637,0.19598881377513822,0.0017144241855504361,0.1485888169131044,-0.1769523633753444,-0.02073386540571273,-0.08977106791711666,-0.07073290909485103,-0.06475003720165515,-0.4996166496209471,0.12497681904446296,-0.07019275013649237,-0.3078356720061773,-0.14692417308073139,-0.5410425135240258,-0.4627223089063381,-0.38471842323417366,-0.34609797041479273,-0.6124459288821448,-1.2636286874136118,-0.8575189981240721,-0.5173022658087653
Dominic,-0.1199504347014032,-0.38924786012699586,-0.6382888734939423,-0.09542525078150389,-1.0901298650765985,-0.3933036136476924,-0.09960862424392661,-0.6405643804189458,-0.20218777155920248,0.10154766457657188,0.14652299195976687,-0.24082145011387704,0.47105070174554275,-0.6356745538120323,0.1290120649638048,-0.2467380226670687,0.09054914717476316,0.5476957751361655,-1.6668990345993224,-0.7974146647623559,-0.22984944048853403,0.056400400397359586,0.08898853673808475,0.38795574582467973,0.40291175630799675,0.6087546968534538,0.4449496341668374,0.6863295552961568,0.8291195162353602,0.837577553332824,0.7755689193791304,0.872606537581847,0.7375178027958296,1.078401407271865,0.9231630901533887,1.0857669245416623,0.8347364176571126,0.459038782563306,0.9159985484771552,0.7116041656632969,0.6982200812780234,0.7987026082165591,0.3080786053585683,0.7051880167764173,0.6344409848309583,0.6548314139997701,0.6144325142515419,0.047112195768005696,0.7089902020178146,0.41821553022003244,0.42083474307306235,0.4495864653582943,0.33673072176272845,0.290466533020895,0.31571566106147175,0.3637462850883748,0.6156661701174353,-0.11894268549546258,0.31908552560252984,0.2595836562811042,0.1754670974928273,0.07959619303752236,-0.10479556306938737,-0.16210585831501376,-0.09339510894490857,-0.013137554124310212,0.14173365940001503,-0.7953075832526728,-0.017350047356365115,-0.10427954746278857,-0.027273385763066704,-0.05469602246615459,-0.2898669054872158,-0.2868365124183623,-0.35147245083096074,-0.3788149637664226,-0.23387487972032675,-0.838097180005061,-0.3784111560389431,-0.3054909779929843,-0.41395232474822014,-0.4486522476206059,-0.7025720344711698,-0.6902241298219473,-0.50327084911599,-0.3960789451896767,-0.6303948921689843,-1.2303884056099166,-0.5402412318492478,-0.7103382805269358,-0.6331221281325379,-0.3308338634658917,-1.0527430395767117,-0.4193335842614926,-0.6213614147766369,-0.17538838897923867,-0.4984594960448611,-1.1607074998141493,-0.2512525304246789,-0.27963794372599177,-0.4725131409529461,-0.17683401271787327,-0.6583702484422171,-0.4005631042796354,-0.3854939392115113,-0.48322405908789895,-0.406603373605286,-1.0604880182098617,-0.17222818842506177,-0.49652896657757667,-0.7173594288332521,-0.5262067015218204,-0.9504907611402104,-0.8719070927058172,-0.7663156680160907,-0.6638290797336025,-1.059895850689581,-1.9333248996121788,-1.253013702565306,-0.9802506280506561
Vera,-0.25690477802315365,0.5567597896043647,0.804475257970761,0.06166685902265268,0.12713260237610807,0.08164919655842823,-0.18898764061546655,0.1900446444111032,0.08051631742891552,-0.21436123535049878,0.0035987121657098733,-0.223287197224877,0.2516421165514359,0.37035247091805656,0.33350552053404997,0.13894524076680806,0.01778003476718932,0.3188273649111831,-2.2741823129972576,-1.1446814622799653,-0.5671831643241201,-0.31115154022271907,-0.17680894302394637,-0.039542070696382416,-0.07838070458418195,0.330477937503091,0.1258824842246373,0.48413222475222883,0.5626456468100605,0.5973299397331064,0.5364280346845285,0.6799746893433871,0.5720539221713377,0.8065999216443932,0.721212172417146,0.7478925759453187,0.6131982406980867,0.3700287067925314,0.6644019984481041,0.5409581056689924,0.5399252955765796,0.6267931544470388,0.41555429370927377,0.7061836058928841,0.5788340101749634,0.5365812434330537,0.6503515515062217,0.30669704649992285,0.6313469354805457,0.34577450702483753,0.26961437416302275,0.384911302645137,0.3555147129438964,0.33700462203320525,0.31160824723234143,0.3419307739383046,0.5708398191937061,0.11679385723752633,0.23891535016279072,0.28168768945569,0.2828068044259199,0.20732977115067197,0.0764603198383334,0.057969017531610066,0.21509029337990684,0.21276951443726,0.3481414718737642,-0.4292820100750948,-0.05532398271182457,-0.04860679621357701,0.146419483938262,0.07986376916800514,-0.043206018220389976,-0.05879722961340785,0.0027938828751588513,-0.028026377760900036,-0.1600178992930062,-0.4393097781583939,-0.16225697773532935,-0.09272891638433409,-0.21326407160699143,-0.25688027474403596,-0.24650166367952375,-0.3787666217860318,-0.31085726169719397,-0.29080982554492457,-0.27537461163126625,-0.7066283899282823,-0.30471152089928843,-0.40069112087895975,-0.38401913815212296,-0.25183538916278514,-0.6334466487753693,-0.35862463351196444,-0.4739747743279186,-0.14952867004694148,-0.3999531464100056,-0.6280107208229949,-0.17258206191768224,-0.31213512278939487,-0.3392961495428899,-0.0637895508208748,-0.22554548534592175,-0.20175125412413217,-0.34933848265823364,-0.4401561924337057,-0.2534361399278758,-0.5915807056575275,-0.10494875758593493,-0.33074417301302317,-0.39300487778731064,-0.34844340383825334,-0.7041319674787232,-0.5399539535649284,-0.5372920779520047,-0.6468851110608212,-0.8723458359366595,-1.329381146499715,-0.9770093390485319,-0.7573450423626077
Adam,-0.40417859189607314,0.1172113171381734,-0.33680921539524095,-0.00576414992644153,-0.27574723382264643,-0.10901210032737857,0.47760814412289077,-0.14406028821512173,-0.08441059070091537,0.027228670224165537,-0.15459841466741048,0.1535200672744567,0.0437847163306642,-0.08551867473077622,0.19853529722540184,-0.2716956646757994,-0.07621414576275852,-0.06944840445505329,-2.1480350125191894,-0.9763445906842558,-0.5142716076039485,-0.29875582732472783,-0.26197313944547124,-0.020466687416261058,0.09001692218241425,0.2568106752220419,0.13481543848188884,0.3596223506984109,0.4188819797431661,0.5005600417207753,0.422662023692549,0.4415992571814482,0.3333083920734742,0.5309785656279951,0.4631639896709663,0.6154979340285325,0.4123873480609396,0.32833715063982033,0.5344394410762833,0.4405415006209882,0.4509321578034772,0.45953576199967294,0.23879296799069977,0.4600103512251235,0.3870289283825061,0.382071375621944,0.3567942575715237,0.1405749121930961,0.4898158414050738,0.39499153476119947,0.3051585880399816,0.3025190205579509,0.23747416606439298,0.21667632338476844,0.2149134712771759,0.19317955769803705,0.4114067971222611,0.025668882551278468,0.0987030116964449,0.18243491815431045,0.1234434250329621,-0.019758418600914953,-0.13021579151630622,-0.21161921713357262,-0.07880445018675258,0.006999781857441353,0.08164055516214977,-0.5256680736506465,-0.06189000128889467,0.04399532714348561,0.020295195213246943,-0.05817225572637127,-0.18617959994030675,-0.21114681799990992,-0.21760115183191145,-0.16940966705757468,-0.19542637353232273,-0.5572792590571438,-0.30872005311254946,-0.03217982774069118,-0.22236722626713273,-0.21033971463869147,-0.3169025636542212,-0.414921902779571,-0.34198353214551575,-0.19477452994160066,-0.3676348615312753,-0.75162613005232,-0.38408287943485675,-0.517807465293421,-0.3806517069877773,-0.14835968529731808,-0.6092672358999868,-0.20797452908984798,-0.31970461233348363,-0.0756046647613695,-0.34758567111841987,-0.6585803868345141,-0.20235117090381927,-0.06324028677556667,-0.22403333035158637,-0.054998360491227014,-0.39034633189209933,-0.2524568671500521,-0.23973345342622218,-0.3001580771750844,-0.3724721560945975,-0.6431417463318161,-0.07816779747282607,-0.24973032475353793,-0.41568928814448636,-0.24783187489709727,-0.4596700247437764,-0.5187461238377338,-0.41983926506921376,-0.34838495004751074,-0.5293605396131622,-1.104277957021248,-0.7502894602649574,-0.5623617511443101
Bryce,-0.3103166392615488,-0.18555513456390335,-0.5177445406528479,0.01445251104966473,-0.35952460457198293,0.19442867756567106,0.6241517004479328,-0.27852462832811997,0.09008507389167716,0.2800309002566525,0.007036520598820735,-0.04277203030111733,-0.2924733780786248,-0.08270538374333275,0.41843562503146187,-0.12788099317928073,-0.031145154312281428,0.01406722628505441,-1.9708579576358072,-0.8728282609497919,-0.35550412475683657,-0.07262643780152574,-0.0477073755929106,0.3085970188563096,0.2409195597237587,0.4915343562641212,0.35720151685012463,0.5906897798766254,0.7735870295100323,0.8091803694446931,0.8067060318183165,0.8979363119924304,0.7146020393979289,1.0576650515083488,0.9437613888730251,1.0889777951690076,0.8829112067181677,0.4735194828762076,0.9577667299979287,0.7810247928340476,0.7673425229558616,0.8600328691849906,0.39139509994563326,0.7702142791977209,0.6456939024301175,0.6612525211816264,0.6526463638755464,0.016770731813915092,0.7553696815571568,0.4102497652571627,0.3866364658296963,0.48022944633933745,0.30473221744200896,0.21453342308142903,0.21798083088501877,0.25173863446306094,0.5780696351026344,-0.22278916814451252,0.22357382913020096,0.15438365180743552,0.14428120782408632,-0.04567833160773082,-0.21684138734478886,-0.2508942557274415,-0.20639347692869286,-0.05457963599238912,0.09993640745603867,-0.9902994085546749,-0.17547866406084836,-0.17736400182084136,-0.07937521631585011,-0.17142396151262504,-0.3919514203779609,-0.3646743725866759,-0.4618066517897047,-0.43415126127941506,-0.3759432921869633,-1.014235549039165,-0.5711163764528571,-0.3137264164560083,-0.5474352263643225,-0.5001059973375686,-0.6784781472850454,-0.7879529201884723,-0.530792322154541,-0.3979801614564947,-0.6168702941669432,-1.3394768803727015,-0.6051146563553885,-0.8296606078548113,-0.6290651692413176,-0.3782515856700383,-1.1419439532202096,-0.5968339897880292,-0.6462445999423861,-0.19655830253836384,-0.5271625872418765,-1.2794337735981904,-0.31969744014882917,-0.28042404202403115,-0.4952644815229909,-0.29507564690519106,-0.7779241096037862,-0.47287864801103197,-0.41436964898935386,-0.5433717383952464,-0.5365196835135382,-1.1784593519551727,-0.2937629059092039,-0.5839900097374997,-0.7428277244769694,-0.5770065402338297,-1.1506229396717953,-0.9088465728690523,-0.8245296880847256,-0.8389331336261562,-1.2527337536676928,-2.185855051817635,-1.5858233076469426,-1.2493696961334027
Lucas,0.21554778467893446,-0.20915744731144686,-0.368929015346956,0.27003351274666315,-0.23113546126924617,0.25982605104962697,0.1630285086931351,-0.31390390316670425,-0.17268721312229024,-0.09872856494008853,-0.4593064813540301,-0.24452986075960603,-0.05143310426351692,0.00998445894518723,-0.03701616439820512,-0.21269511936671862,-0.45788980691207426,0.051551016088422816,-2.162251150533409,-0.9842202911612605,-0.4180889662267216,-0.14422333584457428,-0.16228648465407786,0.1580324830026562,0.21567402712691225,0.4550237908012211,0.3151929940569927,0.5965642805003527,0.6981084944953229,0.7506884833734874,0.6809129697023316,0.7671740083271906,0.6266901812503536,0.9707524053953991,0.8192077119228917,0.9355514822233777,0.7213568974004876,0.4790389239976333,0.7643376824210854,0.7027666048892599,0.6744604148617358,0.6466310627636935,0.32836722028393994,0.7168119169289492,0.6253054045942923,0.612220361885052,0.6039588766557786,0.12567815333507734,0.7382607971651152,0.46945716538893495,0.4749015456708775,0.4405125753719356,0.3449260025035454,0.2790058301753087,0.2773566231920919,0.3237445336378697,0.5570381842842724,-0.05485248992330079,0.24300750607973903,0.2680958381036517,0.10340706437944029,0.004854002081981413,-0.20581228714323271,-0.25713548736765557,-0.1595223369583336,-0.08518627389927827,0.027453667268513185,-0.7844896025720439,-0.16014826028394227,-0.11750594365745905,-0.10888008506331533,-0.17959925224694412,-0.3885954225588441,-0.3199837349934347,-0.3902009745006376,-0.35707467634642576,-0.3009691206173272,-0.8196417645572258,-0.43595038947691994,-0.21139963050482724,-0.47065287401195305,-0.4675920769637484,-0.6592712837385135,-0.6558315517185107,-0.49769208530849607,-0.3604762776454424,-0.7105079505576967,-1.1990084264358736,-0.6028612427721982,-0.766496196788241,-0.6847458355389764,-0.3791506246874481,-1.132335439134377,-0.4936854993205578,-0.6263522349706852,-0.20361007987630192,-0.5704903793863207,-1.1036325599813126,-0.37525087604720403,-0.32575606291594905,-0.5079442059715371,-0.2746958273742419,-0.7311878302760773,-0.43055492816012164,-0.4976506493738639,-0.5627387730900312,-0.5507440318554738,-1.1085594828171326,-0.31870377325443283,-0.5584485036208676,-0.8007629229141352,-0.6436818802471068,-1.0073610189287128,-0.9182306982477215,-0.863317821121366,-0.7111980585349023,-1.066056557032783,-1.7886153196633865,-1.2752644347391144,-0.9939792409555129
Annie,-0.2704918342181565,0.18529597758588467,0.4239383905509518,0.19046900124311503,0.2916471492469463,-0.003996701005154915,-0.603764612721863,0.29771112851554704,0.2261525459390534,-0.15923241522831755,-0.0030447310575866895,-0.13596678512435648,0.04995991821282081,0.4263594662583459,0.041106235887390624,0.15836495156964675,0.3421470477540806,0.49626038047412263,-2.20394885452154,-0.777538819525988,-0.2514182636443724,-0.002775699765709367,0.14130318976382983,0.1528680546221649,0.2295199950535884,0.5127919455491318,0.2743811747278414,0.6515012344762073,0.7246044584593027,0.7126242870036226,0.6274761311803148,0.7710180582977215,0.6339309631089538,0.8664894289453308,0.6758975549441189,0.7070795230212283,0.5290583873524657,0.3088225426287493,0.6938489808328292,0.44864399329208826,0.36309017727923254,0.4327147285763895,0.19438103974159304,0.45175438414961117,0.38456808893365707,0.3338233616037002,0.4670820904466701,0.1296576797732401,0.34568138459288,0.17474976940951242,-0.005184915896199178,0.0995345153140815,0.11310698263671173,-0.024584118132839675,0.020429374947947367,0.1923829207624468,0.2958089918388746,-0.10703020341495421,-0.035584947452706364,-0.03813362582755335,-0.03316695204026104,-0.0184256666225693,-0.0644984965333442,-0.27742004800983394,-0.1141921221021132,-0.07489946846724625,0.01316096930763294,-0.8031732891147371,-0.46488256672998574,-0.35930776222310423,-0.15266688483108515,-0.2107428123374754,-0.29042702070549536,-0.28133583004374313,-0.25858236202662827,-0.27920024197750454,-0.2933901341529654,-0.6868764918958167,-0.4925319430588268,-0.32993156430931525,-0.4841407121958494,-0.47696543128053825,-0.39489030280853643,-0.6931052650995575,-0.5884188624046349,-0.6153385337277674,-0.6465734136828049,-1.05470579507709,-0.6505090421811253,-0.705343484593586,-0.6117898417510148,-0.4747475115091717,-0.7139504143989858,-0.6976440492310204,-0.7290054242632313,-0.3138321196564657,-0.7071488942046976,-0.9200331826861075,-0.45697299430212385,-0.5032241302732863,-0.5346915007197804,-0.16535594339351828,-0.5202340616681749,-0.493915103886053,-0.5096985056346991,-0.7102841872626972,-0.4565656117820682,-0.8517019657690077,-0.41109051199014207,-0.6269728118762571,-0.6898393867952867,-0.5992640831626362,-0.8649826738739742,-0.8528173488577016,-0.6471175024999332,-0.8924776787943868,-1.0046294644044254,-1.6632352179851697,-1.188203337788973,-1.011868850184312
Cindy,0.09111347128696426,0.40429657607439196,0.17388579842980306,0.04582529143150797,0.3380129829197811,0.3358778829245215,-0.3224463977981358,0.33780741045830687,0.309707936411343,-0.18046077196135848,-0.18058647055470672,0.009999777774947129,-0.21052078879093358,0.035022462181258415,0.05123945103371367,0.06557474150500289,-0.144236737524023,-0.30404104020112965,-2.2629431595980485,-0.9314413387046336,-0.36895021187681665,-0.07447507507248231,-0.033686253006766136,0.1255593635340517,0.10687221741185148,0.4858152742148707,0.24439639146183845,0.6616946297241002,0.69707922355906,0.7263141415897817,0.5556173099369426,0.7372961478155805,0.6094541763585396,0.8524007208236895,0.6457267568214101,0.7973996828769158,0.5715170415456067,0.349763379298666,0.698047502825254,0.513812847451431,0.4837371740509747,0.6638087112669424,0.31597979132541737,0.6098475196693425,0.49377690630905907,0.46633659754239004,0.5748061223905209,0.17058053629921063,0.621104076549486,0.3123622102609992,0.1682208304108502,0.3602281751665664,0.25527285544037054,0.1954706250231136,0.20961688011452753,0.3279655019182177,0.4770439927941343,0.03598213243204444,0.2579744922558661,0.18255912708479666,0.16299156682738106,0.17700250203291087,-0.09461089053466197,-0.2171657851491983,-0.005942344113298461,0.10602772665395101,0.2163903953413813,-0.6892974937389229,-0.20705746999676108,-0.12336651745934385,-0.03824722026588882,-0.06589977700509807,-0.18507016653285893,-0.14905730227880978,-0.27323441514015295,-0.17469638622438952,-0.22202735791444633,-0.6678036971201231,-0.373917492673424,-0.2527667463318021,-0.4159151539637319,-0.3533505255288524,-0.36986422250894535,-0.5575448653330245,-0.49383883833200426,-0.4439943884775302,-0.54088394477305,-0.9795571323138672,-0.4851252359666165,-0.5343832448246588,-0.5393150018596232,-0.37040744357893757,-0.7047547245260767,-0.549315383833975,-0.638568224209207,-0.19571119858146063,-0.513383330812926,-0.8454914772631305,-0.25057192170515113,-0.25209490767378995,-0.3541781542251873,0.03332141705954008,-0.43925470616858464,-0.2526117306008054,-0.3681512964213856,-0.4423040545714159,-0.2563389986694505,-0.7426542159338434,-0.2410817380408489,-0.37191721531315153,-0.5067688955478066,-0.3137595461349275,-0.7809213806187141,-0.517722594909038,-0.5335285434841235,-0.6372474759220181,-0.9047165123770209,-1.5502598670964427,-1.1358160708599516,-0.9221218537377255
